Day,entity_id,Name,Observed Sales,Observed Transactions,Observed Customers,Sales per Customer,Average Transaction Value,Transactions per Customer
2022-01-23,DocuSign,DocuSign Inc,7373.41,146.0,143.0,51.56,50.5,1.02
2022-01-24,DocuSign,DocuSign Inc,27616.32,224.0,224.0,123.29,123.29,1.0
2022-01-25,DocuSign,DocuSign Inc,13684.4,129.0,124.0,110.36,106.08,1.04
2022-01-26,DocuSign,DocuSign Inc,16103.28,189.0,189.0,85.2,85.2,1.0
2022-01-27,DocuSign,DocuSign Inc,19659.72,246.0,246.0,79.92,79.92,1.0
2022-01-28,DocuSign,DocuSign Inc,16410.17,175.0,175.0,93.77,93.77,1.0
2022-01-29,DocuSign,DocuSign Inc,18325.05,197.0,192.0,95.44,93.02,1.03
2022-01-30,DocuSign,DocuSign Inc,16134.14,154.0,154.0,104.77,104.77,1.0
2022-01-31,DocuSign,DocuSign Inc,13715.69,141.0,134.0,102.36,97.27,1.05
2022-02-01,DocuSign,DocuSign Inc,39952.01,249.0,240.0,166.47,160.45,1.04
2022-02-02,DocuSign,DocuSign Inc,20890.68,175.0,175.0,119.38,119.38,1.0
2022-02-03,DocuSign,DocuSign Inc,10675.65,168.0,158.0,67.57,63.55,1.06
2022-02-04,DocuSign,DocuSign Inc,22031.95,229.0,229.0,96.21,96.21,1.0
2022-02-05,DocuSign,DocuSign Inc,18402.56,214.0,211.0,87.22,85.99,1.01
2022-02-06,DocuSign,DocuSign Inc,15830.96,149.0,149.0,106.25,106.25,1.0
2022-02-07,DocuSign,DocuSign Inc,12285.89,145.0,143.0,85.92,84.73,1.01
2022-02-08,DocuSign,DocuSign Inc,29168.79,255.0,250.0,116.68,114.39,1.02
2022-02-09,DocuSign,DocuSign Inc,30586.25,203.0,199.0,153.7,150.67,1.02
2022-02-10,DocuSign,DocuSign Inc,29613.93,252.0,250.0,118.46,117.52,1.01
2022-02-11,DocuSign,DocuSign Inc,9952.14,157.0,157.0,63.39,63.39,1.0
2022-02-12,DocuSign,DocuSign Inc,19848.2,164.0,163.0,121.77,121.03,1.01
2022-02-13,DocuSign,DocuSign Inc,7220.76,166.0,163.0,44.3,43.5,1.02
2022-02-14,DocuSign,DocuSign Inc,13967.21,177.0,177.0,78.91,78.91,1.0
2022-02-15,DocuSign,DocuSign Inc,32725.95,218.0,218.0,150.12,150.12,1.0
2022-02-16,DocuSign,DocuSign Inc,21090.48,216.0,213.0,99.02,97.64,1.01
2022-02-17,DocuSign,DocuSign Inc,17999.43,233.0,233.0,77.25,77.25,1.0
2022-02-18,DocuSign,DocuSign Inc,14346.93,166.0,162.0,88.56,86.43,1.02
2022-02-19,DocuSign,DocuSign Inc,12967.17,119.0,119.0,108.97,108.97,1.0
2022-02-20,DocuSign,DocuSign Inc,13640.64,182.0,179.0,76.2,74.95,1.02
2022-02-21,DocuSign,DocuSign Inc,13569.07,151.0,151.0,89.86,89.86,1.0
2022-02-22,DocuSign,DocuSign Inc,20913.82,191.0,191.0,109.5,109.5,1.0
2022-02-23,DocuSign,DocuSign Inc,24286.33,232.0,232.0,104.68,104.68,1.0
2022-02-24,DocuSign,DocuSign Inc,32276.71,251.0,236.0,136.77,128.59,1.06
2022-02-25,DocuSign,DocuSign Inc,14640.77,123.0,120.0,122.01,119.03,1.02
2022-02-26,DocuSign,DocuSign Inc,14585.88,163.0,163.0,89.48,89.48,1.0
2022-02-27,DocuSign,DocuSign Inc,19648.4,197.0,197.0,99.74,99.74,1.0
2022-02-28,DocuSign,DocuSign Inc,44699.97,476.0,469.0,95.31,93.91,1.01
2022-03-01,DocuSign,DocuSign Inc,27894.91,207.0,203.0,137.41,134.76,1.02
2022-03-02,DocuSign,DocuSign Inc,21361.57,170.0,170.0,125.66,125.66,1.0
2022-03-03,DocuSign,DocuSign Inc,17885.46,183.0,183.0,97.73,97.73,1.0
2022-03-04,DocuSign,DocuSign Inc,31662.09,286.0,278.0,113.89,110.71,1.03
2022-03-05,DocuSign,DocuSign Inc,18136.65,203.0,198.0,91.6,89.34,1.03
2022-03-06,DocuSign,DocuSign Inc,37393.85,180.0,179.0,208.9,207.74,1.01
2022-03-07,DocuSign,DocuSign Inc,13650.77,138.0,138.0,98.92,98.92,1.0
2022-03-08,DocuSign,DocuSign Inc,21724.22,232.0,232.0,93.64,93.64,1.0
2022-03-09,DocuSign,DocuSign Inc,47048.14,291.0,281.0,167.43,161.68,1.04
2022-03-10,DocuSign,DocuSign Inc,24739.9,217.0,216.0,114.54,114.01,1.0
2022-03-11,DocuSign,DocuSign Inc,22947.56,177.0,177.0,129.65,129.65,1.0
2022-03-12,DocuSign,DocuSign Inc,19947.27,173.0,166.0,120.16,115.3,1.04
2022-03-13,DocuSign,DocuSign Inc,12994.28,167.0,165.0,78.75,77.81,1.01
2022-03-14,DocuSign,DocuSign Inc,25798.03,276.0,276.0,93.47,93.47,1.0
2022-03-15,DocuSign,DocuSign Inc,36546.58,250.0,249.0,146.77,146.19,1.0
2022-03-16,DocuSign,DocuSign Inc,23463.49,237.0,235.0,99.84,99.0,1.01
2022-03-17,DocuSign,DocuSign Inc,20559.03,243.0,237.0,86.75,84.61,1.03
2022-03-18,DocuSign,DocuSign Inc,12433.59,154.0,154.0,80.74,80.74,1.0
2022-03-19,DocuSign,DocuSign Inc,14284.83,135.0,122.0,117.09,105.81,1.11
2022-03-20,DocuSign,DocuSign Inc,16653.83,193.0,193.0,86.29,86.29,1.0
2022-03-21,DocuSign,DocuSign Inc,11673.72,181.0,181.0,64.5,64.5,1.0
2022-03-22,DocuSign,DocuSign Inc,72702.88,259.0,258.0,281.79,280.71,1.0
2022-03-23,DocuSign,DocuSign Inc,32336.53,219.0,212.0,152.53,147.66,1.03
2022-03-24,DocuSign,DocuSign Inc,19513.65,194.0,194.0,100.59,100.59,1.0
2022-03-25,DocuSign,DocuSign Inc,29057.57,168.0,168.0,172.96,172.96,1.0
2022-03-26,DocuSign,DocuSign Inc,9739.23,152.0,150.0,64.93,64.07,1.01
2022-03-27,DocuSign,DocuSign Inc,25986.62,230.0,230.0,112.99,112.99,1.0
2022-03-28,DocuSign,DocuSign Inc,35985.26,236.0,227.0,158.53,152.48,1.04
2022-03-29,DocuSign,DocuSign Inc,12927.58,190.0,190.0,68.04,68.04,1.0
2022-03-30,DocuSign,DocuSign Inc,20533.4,143.0,141.0,145.63,143.59,1.01
2022-03-31,DocuSign,DocuSign Inc,46965.85,161.0,159.0,295.38,291.71,1.01
2022-04-01,DocuSign,DocuSign Inc,39465.3,218.0,218.0,181.03,181.03,1.0
2022-04-02,DocuSign,DocuSign Inc,29450.62,161.0,158.0,186.4,182.92,1.02
2022-04-03,DocuSign,DocuSign Inc,12188.39,159.0,153.0,79.66,76.66,1.04
2022-04-04,DocuSign,DocuSign Inc,33732.73,278.0,261.0,129.24,121.34,1.07
2022-04-05,DocuSign,DocuSign Inc,44308.73,285.0,283.0,156.57,155.47,1.01
2022-04-06,DocuSign,DocuSign Inc,24044.44,252.0,246.0,97.74,95.41,1.02
2022-04-07,DocuSign,DocuSign Inc,34903.72,189.0,189.0,184.68,184.68,1.0
2022-04-08,DocuSign,DocuSign Inc,40991.04,98.0,90.0,455.46,418.28,1.09
2022-04-09,DocuSign,DocuSign Inc,35027.11,228.0,227.0,154.3,153.63,1.0
2022-04-10,DocuSign,DocuSign Inc,16133.41,206.0,199.0,81.07,78.32,1.04
2022-04-11,DocuSign,DocuSign Inc,26372.13,209.0,208.0,126.79,126.18,1.0
2022-04-12,DocuSign,DocuSign Inc,29688.55,220.0,217.0,136.81,134.95,1.01
2022-04-13,DocuSign,DocuSign Inc,19062.87,193.0,192.0,99.29,98.77,1.01
2022-04-14,DocuSign,DocuSign Inc,26521.1,210.0,207.0,128.12,126.29,1.01
2022-04-15,DocuSign,DocuSign Inc,12664.21,214.0,214.0,59.18,59.18,1.0
2022-04-16,DocuSign,DocuSign Inc,13369.27,186.0,185.0,72.27,71.88,1.01
2022-04-17,DocuSign,DocuSign Inc,24210.35,207.0,207.0,116.96,116.96,1.0
2022-04-18,DocuSign,DocuSign Inc,25046.47,235.0,234.0,107.04,106.58,1.0
2022-04-19,DocuSign,DocuSign Inc,11686.96,144.0,144.0,81.16,81.16,1.0
2022-04-20,DocuSign,DocuSign Inc,26622.45,192.0,188.0,141.61,138.66,1.02
2022-04-21,DocuSign,DocuSign Inc,25188.94,239.0,239.0,105.39,105.39,1.0
2022-04-22,DocuSign,DocuSign Inc,13412.86,182.0,176.0,76.21,73.7,1.03
2022-04-23,DocuSign,DocuSign Inc,8592.79,196.0,196.0,43.84,43.84,1.0
2022-04-24,DocuSign,DocuSign Inc,16978.37,209.0,209.0,81.24,81.24,1.0
2022-04-25,DocuSign,DocuSign Inc,23887.97,177.0,175.0,136.5,134.96,1.01
2022-04-26,DocuSign,DocuSign Inc,30813.02,213.0,213.0,144.66,144.66,1.0
2022-04-27,DocuSign,DocuSign Inc,31995.47,224.0,224.0,142.84,142.84,1.0
2022-04-28,DocuSign,DocuSign Inc,40209.25,229.0,229.0,175.59,175.59,1.0
2022-04-29,DocuSign,DocuSign Inc,16638.87,148.0,148.0,112.42,112.42,1.0
2022-04-30,DocuSign,DocuSign Inc,36742.11,223.0,220.0,167.01,164.76,1.01
2022-05-01,DocuSign,DocuSign Inc,25352.43,208.0,208.0,121.89,121.89,1.0
2022-05-02,DocuSign,DocuSign Inc,16628.92,149.0,149.0,111.6,111.6,1.0
2022-05-03,DocuSign,DocuSign Inc,13621.07,187.0,183.0,74.43,72.84,1.02
2022-05-04,DocuSign,DocuSign Inc,37053.17,254.0,254.0,145.88,145.88,1.0
2022-05-05,DocuSign,DocuSign Inc,24374.6,277.0,277.0,87.99,87.99,1.0
2022-05-06,DocuSign,DocuSign Inc,35383.82,398.0,393.0,90.04,88.9,1.01
2022-05-07,DocuSign,DocuSign Inc,9356.48,128.0,128.0,73.1,73.1,1.0
2022-05-08,DocuSign,DocuSign Inc,11176.9,187.0,187.0,59.77,59.77,1.0
2022-05-09,DocuSign,DocuSign Inc,12413.74,177.0,177.0,70.13,70.13,1.0
2022-05-10,DocuSign,DocuSign Inc,39540.73,253.0,253.0,156.29,156.29,1.0
2022-05-11,DocuSign,DocuSign Inc,27874.56,217.0,216.0,129.05,128.45,1.0
2022-05-12,DocuSign,DocuSign Inc,21236.41,187.0,185.0,114.79,113.56,1.01
2022-05-13,DocuSign,DocuSign Inc,28948.43,207.0,201.0,144.02,139.85,1.03
2022-05-14,DocuSign,DocuSign Inc,20346.2,221.0,218.0,93.33,92.06,1.01
2022-05-15,DocuSign,DocuSign Inc,14502.16,153.0,153.0,94.79,94.79,1.0
2022-05-16,DocuSign,DocuSign Inc,15450.66,207.0,206.0,75.0,74.64,1.0
2022-05-17,DocuSign,DocuSign Inc,21429.25,203.0,203.0,105.56,105.56,1.0
2022-05-18,DocuSign,DocuSign Inc,27164.79,208.0,204.0,133.16,130.6,1.02
2022-05-19,DocuSign,DocuSign Inc,25572.91,210.0,210.0,121.78,121.78,1.0
2022-05-20,DocuSign,DocuSign Inc,68651.29,256.0,256.0,268.17,268.17,1.0
2022-05-21,DocuSign,DocuSign Inc,19374.41,204.0,180.0,107.64,94.97,1.13
2022-05-22,DocuSign,DocuSign Inc,10476.24,206.0,206.0,50.86,50.86,1.0
2022-05-23,DocuSign,DocuSign Inc,38048.17,300.0,290.0,131.2,126.83,1.03
2022-05-24,DocuSign,DocuSign Inc,21880.01,212.0,212.0,103.21,103.21,1.0
2022-05-25,DocuSign,DocuSign Inc,20316.18,224.0,218.0,93.19,90.7,1.03
2022-05-26,DocuSign,DocuSign Inc,16849.84,207.0,206.0,81.8,81.4,1.0
2022-05-27,DocuSign,DocuSign Inc,32240.81,225.0,225.0,143.29,143.29,1.0
2022-05-28,DocuSign,DocuSign Inc,17063.06,155.0,155.0,110.08,110.08,1.0
2022-05-29,DocuSign,DocuSign Inc,14764.43,135.0,134.0,110.18,109.37,1.01
2022-05-30,DocuSign,DocuSign Inc,6460.84,110.0,110.0,58.73,58.73,1.0
2022-05-31,DocuSign,DocuSign Inc,20359.81,119.0,119.0,171.09,171.09,1.0
2022-06-01,DocuSign,DocuSign Inc,34359.7,227.0,226.0,152.03,151.36,1.0
2022-06-02,DocuSign,DocuSign Inc,23375.56,208.0,205.0,114.03,112.38,1.01
2022-06-03,DocuSign,DocuSign Inc,34021.01,285.0,271.0,125.54,119.37,1.05
2022-06-04,DocuSign,DocuSign Inc,25279.31,260.0,257.0,98.36,97.23,1.01
2022-06-05,DocuSign,DocuSign Inc,13030.27,179.0,176.0,74.04,72.79,1.02
2022-06-06,DocuSign,DocuSign Inc,20886.99,202.0,201.0,103.92,103.4,1.0
2022-06-07,DocuSign,DocuSign Inc,24853.68,175.0,169.0,147.06,142.02,1.04
2022-06-08,DocuSign,DocuSign Inc,19132.54,239.0,239.0,80.05,80.05,1.0
2022-06-09,DocuSign,DocuSign Inc,22293.26,210.0,185.0,120.5,106.16,1.14
2022-06-10,DocuSign,DocuSign Inc,25622.75,197.0,197.0,130.06,130.06,1.0
2022-06-11,DocuSign,DocuSign Inc,17244.71,179.0,179.0,96.34,96.34,1.0
2022-06-12,DocuSign,DocuSign Inc,10918.44,153.0,153.0,71.36,71.36,1.0
2022-06-13,DocuSign,DocuSign Inc,12458.72,156.0,156.0,79.86,79.86,1.0
2022-06-14,DocuSign,DocuSign Inc,28456.15,249.0,235.0,121.09,114.28,1.06
2022-06-15,DocuSign,DocuSign Inc,27228.66,222.0,222.0,122.65,122.65,1.0
2022-06-16,DocuSign,DocuSign Inc,20899.49,223.0,223.0,93.72,93.72,1.0
2022-06-17,DocuSign,DocuSign Inc,22723.4,215.0,211.0,107.69,105.69,1.02
2022-06-18,DocuSign,DocuSign Inc,26577.3,181.0,166.0,160.1,146.84,1.09
2022-06-19,DocuSign,DocuSign Inc,10907.1,142.0,142.0,76.81,76.81,1.0
2022-06-20,DocuSign,DocuSign Inc,12237.07,203.0,202.0,60.58,60.28,1.0
2022-06-21,DocuSign,DocuSign Inc,24594.69,213.0,213.0,115.47,115.47,1.0
2022-06-22,DocuSign,DocuSign Inc,25841.47,256.0,256.0,100.94,100.94,1.0
2022-06-23,DocuSign,DocuSign Inc,13850.38,215.0,215.0,64.42,64.42,1.0
2022-06-24,DocuSign,DocuSign Inc,24778.77,179.0,179.0,138.43,138.43,1.0
2022-06-25,DocuSign,DocuSign Inc,27675.4,208.0,208.0,133.05,133.05,1.0
2022-06-26,DocuSign,DocuSign Inc,17048.49,163.0,163.0,104.59,104.59,1.0
2022-06-27,DocuSign,DocuSign Inc,27225.38,221.0,221.0,123.19,123.19,1.0
2022-06-28,DocuSign,DocuSign Inc,29827.0,191.0,191.0,156.16,156.16,1.0
2022-06-29,DocuSign,DocuSign Inc,19584.02,183.0,176.0,111.27,107.02,1.04
2022-06-30,DocuSign,DocuSign Inc,34504.95,280.0,280.0,123.23,123.23,1.0
2022-07-01,DocuSign,DocuSign Inc,35814.47,214.0,195.0,183.66,167.36,1.1
2022-07-02,DocuSign,DocuSign Inc,15467.45,127.0,127.0,121.79,121.79,1.0
2022-07-03,DocuSign,DocuSign Inc,24947.9,227.0,227.0,109.9,109.9,1.0
2022-07-04,DocuSign,DocuSign Inc,14080.29,183.0,183.0,76.94,76.94,1.0
2022-07-05,DocuSign,DocuSign Inc,22170.23,214.0,200.0,110.85,103.6,1.07
2022-07-06,DocuSign,DocuSign Inc,18969.83,221.0,215.0,88.23,85.84,1.03
2022-07-07,DocuSign,DocuSign Inc,25727.89,201.0,201.0,128.0,128.0,1.0
2022-07-08,DocuSign,DocuSign Inc,28513.66,229.0,228.0,125.06,124.51,1.0
2022-07-09,DocuSign,DocuSign Inc,24277.81,220.0,214.0,113.45,110.35,1.03
2022-07-10,DocuSign,DocuSign Inc,20085.19,179.0,179.0,112.21,112.21,1.0
2022-07-11,DocuSign,DocuSign Inc,20804.57,205.0,205.0,101.49,101.49,1.0
2022-07-12,DocuSign,DocuSign Inc,25507.42,219.0,219.0,116.47,116.47,1.0
2022-07-13,DocuSign,DocuSign Inc,25546.19,216.0,216.0,118.27,118.27,1.0
2022-07-14,DocuSign,DocuSign Inc,26833.82,272.0,272.0,98.65,98.65,1.0
2022-07-15,DocuSign,DocuSign Inc,25478.61,220.0,214.0,119.06,115.81,1.03
2022-07-16,DocuSign,DocuSign Inc,20554.15,243.0,243.0,84.58,84.58,1.0
2022-07-17,DocuSign,DocuSign Inc,15821.17,164.0,163.0,97.06,96.47,1.01
2022-07-18,DocuSign,DocuSign Inc,18037.25,195.0,195.0,92.5,92.5,1.0
2022-07-19,DocuSign,DocuSign Inc,22652.39,196.0,196.0,115.57,115.57,1.0
2022-07-20,DocuSign,DocuSign Inc,32400.18,222.0,208.0,155.77,145.95,1.07
2022-07-21,DocuSign,DocuSign Inc,20183.04,203.0,203.0,99.42,99.42,1.0
2022-07-22,DocuSign,DocuSign Inc,21910.65,231.0,231.0,94.85,94.85,1.0
2022-07-23,DocuSign,DocuSign Inc,16681.39,200.0,199.0,83.83,83.41,1.01
2022-07-24,DocuSign,DocuSign Inc,20188.46,172.0,172.0,117.37,117.37,1.0
2022-07-25,DocuSign,DocuSign Inc,11799.36,164.0,164.0,71.95,71.95,1.0
2022-07-26,DocuSign,DocuSign Inc,117645.58,183.0,183.0,642.87,642.87,1.0
2022-07-27,DocuSign,DocuSign Inc,33423.13,234.0,233.0,143.45,142.83,1.0
2022-07-28,DocuSign,DocuSign Inc,31757.04,205.0,204.0,155.67,154.91,1.0
2022-07-29,DocuSign,DocuSign Inc,28786.61,210.0,210.0,137.08,137.08,1.0
2022-07-30,DocuSign,DocuSign Inc,21597.15,159.0,158.0,136.69,135.83,1.01
2022-07-31,DocuSign,DocuSign Inc,17450.58,91.0,91.0,191.76,191.76,1.0
2022-08-01,DocuSign,DocuSign Inc,44587.46,168.0,168.0,265.4,265.4,1.0
2022-08-02,DocuSign,DocuSign Inc,17136.86,149.0,149.0,115.01,115.01,1.0
2022-08-03,DocuSign,DocuSign Inc,35482.14,246.0,246.0,144.24,144.24,1.0
2022-08-04,DocuSign,DocuSign Inc,17509.21,74.0,74.0,236.61,236.61,1.0
2022-08-05,DocuSign,DocuSign Inc,20894.88,179.0,179.0,116.73,116.73,1.0
2022-08-06,DocuSign,DocuSign Inc,20281.22,186.0,186.0,109.04,109.04,1.0
2022-08-07,DocuSign,DocuSign Inc,16071.81,165.0,165.0,97.4,97.4,1.0
2022-08-08,DocuSign,DocuSign Inc,28246.4,202.0,202.0,139.83,139.83,1.0
2022-08-09,DocuSign,DocuSign Inc,24712.04,232.0,230.0,107.44,106.52,1.01
2022-08-10,DocuSign,DocuSign Inc,25333.21,211.0,208.0,121.79,120.06,1.01
2022-08-11,DocuSign,DocuSign Inc,21984.23,233.0,233.0,94.35,94.35,1.0
2022-08-12,DocuSign,DocuSign Inc,50555.92,383.0,383.0,132.0,132.0,1.0
2022-08-13,DocuSign,DocuSign Inc,31397.68,180.0,180.0,174.43,174.43,1.0
2022-08-14,DocuSign,DocuSign Inc,15419.93,216.0,215.0,71.72,71.39,1.0
2022-08-15,DocuSign,DocuSign Inc,17298.08,169.0,169.0,102.36,102.36,1.0
2022-08-16,DocuSign,DocuSign Inc,42502.53,282.0,282.0,150.72,150.72,1.0
2022-08-17,DocuSign,DocuSign Inc,25996.93,195.0,195.0,133.32,133.32,1.0
2022-08-18,DocuSign,DocuSign Inc,23987.41,203.0,203.0,118.16,118.16,1.0
2022-08-19,DocuSign,DocuSign Inc,33200.5,193.0,193.0,172.02,172.02,1.0
2022-08-20,DocuSign,DocuSign Inc,18717.43,178.0,178.0,105.15,105.15,1.0
2022-08-21,DocuSign,DocuSign Inc,22104.17,144.0,144.0,153.5,153.5,1.0
2022-08-22,DocuSign,DocuSign Inc,16073.98,218.0,208.0,77.28,73.73,1.05
2022-08-23,DocuSign,DocuSign Inc,19408.52,218.0,216.0,89.85,89.03,1.01
2022-08-24,DocuSign,DocuSign Inc,26609.08,225.0,225.0,118.26,118.26,1.0
2022-08-25,DocuSign,DocuSign Inc,33034.77,241.0,239.0,138.22,137.07,1.01
2022-08-26,DocuSign,DocuSign Inc,26181.87,188.0,188.0,139.27,139.27,1.0
2022-08-27,DocuSign,DocuSign Inc,37297.15,207.0,205.0,181.94,180.18,1.01
2022-08-28,DocuSign,DocuSign Inc,14337.95,139.0,139.0,103.15,103.15,1.0
2022-08-29,DocuSign,DocuSign Inc,13530.54,190.0,183.0,73.94,71.21,1.04
2022-08-30,DocuSign,DocuSign Inc,17481.71,167.0,163.0,107.25,104.68,1.02
2022-08-31,DocuSign,DocuSign Inc,11433.95,124.0,124.0,92.21,92.21,1.0
2022-09-01,DocuSign,DocuSign Inc,25890.41,181.0,181.0,143.04,143.04,1.0
2022-09-02,DocuSign,DocuSign Inc,12143.05,149.0,149.0,81.5,81.5,1.0
2022-09-03,DocuSign,DocuSign Inc,16093.99,176.0,176.0,91.44,91.44,1.0
2022-09-04,DocuSign,DocuSign Inc,11225.18,160.0,160.0,70.16,70.16,1.0
2022-09-05,DocuSign,DocuSign Inc,13321.13,162.0,162.0,82.23,82.23,1.0
2022-09-06,DocuSign,DocuSign Inc,15220.3,143.0,143.0,106.44,106.44,1.0
2022-09-07,DocuSign,DocuSign Inc,21521.83,230.0,229.0,93.98,93.57,1.0
2022-09-08,DocuSign,DocuSign Inc,8852.48,134.0,134.0,66.06,66.06,1.0
2022-09-09,DocuSign,DocuSign Inc,24168.63,202.0,202.0,119.65,119.65,1.0
2022-09-10,DocuSign,DocuSign Inc,16364.7,183.0,181.0,90.41,89.42,1.01
2022-09-11,DocuSign,DocuSign Inc,23396.0,221.0,221.0,105.86,105.86,1.0
2022-09-12,DocuSign,DocuSign Inc,25435.58,170.0,167.0,152.31,149.62,1.02
2022-09-13,DocuSign,DocuSign Inc,36436.28,205.0,205.0,177.74,177.74,1.0
2022-09-14,DocuSign,DocuSign Inc,14946.35,187.0,184.0,81.23,79.93,1.02
2022-09-15,DocuSign,DocuSign Inc,25251.72,195.0,194.0,130.16,129.5,1.01
2022-09-16,DocuSign,DocuSign Inc,20343.37,215.0,214.0,95.06,94.62,1.0
2022-09-17,DocuSign,DocuSign Inc,32348.67,205.0,204.0,158.57,157.8,1.0
2022-09-18,DocuSign,DocuSign Inc,10309.26,161.0,161.0,64.03,64.03,1.0
2022-09-19,DocuSign,DocuSign Inc,15393.37,157.0,157.0,98.05,98.05,1.0
2022-09-20,DocuSign,DocuSign Inc,31830.12,228.0,221.0,144.03,139.61,1.03
2022-09-21,DocuSign,DocuSign Inc,17929.19,189.0,187.0,95.88,94.86,1.01
2022-09-22,DocuSign,DocuSign Inc,34961.33,261.0,261.0,133.95,133.95,1.0
2022-09-23,DocuSign,DocuSign Inc,18412.87,211.0,211.0,87.26,87.26,1.0
2022-09-24,DocuSign,DocuSign Inc,20391.38,181.0,166.0,122.84,112.66,1.09
2022-09-25,DocuSign,DocuSign Inc,10012.76,190.0,175.0,57.22,52.7,1.09
2022-09-26,DocuSign,DocuSign Inc,16805.34,241.0,132.0,127.31,69.73,1.83
2022-09-27,DocuSign,DocuSign Inc,28169.7,222.0,221.0,127.46,126.89,1.0
2022-09-28,DocuSign,DocuSign Inc,9852.41,172.0,161.0,61.2,57.28,1.07
2022-09-29,DocuSign,DocuSign Inc,37814.41,207.0,207.0,182.68,182.68,1.0
2022-09-30,DocuSign,DocuSign Inc,23036.55,216.0,213.0,108.15,106.65,1.01
2022-10-01,DocuSign,DocuSign Inc,13417.42,164.0,164.0,81.81,81.81,1.0
2022-10-02,DocuSign,DocuSign Inc,14261.09,135.0,131.0,108.86,105.64,1.03
2022-10-03,DocuSign,DocuSign Inc,10894.98,164.0,160.0,68.09,66.43,1.02
2022-10-04,DocuSign,DocuSign Inc,38287.95,260.0,260.0,147.26,147.26,1.0
2022-10-05,DocuSign,DocuSign Inc,21621.5,187.0,187.0,115.62,115.62,1.0
2022-10-06,DocuSign,DocuSign Inc,12248.54,153.0,153.0,80.06,80.06,1.0
2022-10-07,DocuSign,DocuSign Inc,18934.62,291.0,190.0,99.66,65.07,1.53
2022-10-08,DocuSign,DocuSign Inc,15448.95,242.0,141.0,109.57,63.84,1.72
2022-10-09,DocuSign,DocuSign Inc,19229.89,182.0,182.0,105.66,105.66,1.0
2022-10-10,DocuSign,DocuSign Inc,3672.2,30.0,30.0,122.41,122.41,1.0
2022-10-11,DocuSign,DocuSign Inc,24279.41,197.0,197.0,123.25,123.25,1.0
2022-10-12,DocuSign,DocuSign Inc,15856.22,242.0,241.0,65.79,65.52,1.0
2022-10-13,DocuSign,DocuSign Inc,20835.32,251.0,251.0,83.01,83.01,1.0
2022-10-14,DocuSign,DocuSign Inc,16708.58,105.0,105.0,159.13,159.13,1.0
2022-10-15,DocuSign,DocuSign Inc,19171.05,190.0,190.0,100.9,100.9,1.0
2022-10-16,DocuSign,DocuSign Inc,13934.42,270.0,270.0,51.61,51.61,1.0
2022-10-17,DocuSign,DocuSign Inc,17540.57,216.0,213.0,82.35,81.21,1.01
2022-10-18,DocuSign,DocuSign Inc,20601.26,200.0,194.0,106.19,103.01,1.03
2022-10-19,DocuSign,DocuSign Inc,11295.21,33.0,33.0,342.28,342.28,1.0
2022-10-20,DocuSign,DocuSign Inc,20346.17,195.0,194.0,104.88,104.34,1.01
2022-10-21,DocuSign,DocuSign Inc,30793.33,291.0,279.0,110.37,105.82,1.04
2022-10-22,DocuSign,DocuSign Inc,25159.13,161.0,161.0,156.27,156.27,1.0
2022-10-23,DocuSign,DocuSign Inc,7868.1,86.0,86.0,91.49,91.49,1.0
2022-10-24,DocuSign,DocuSign Inc,19959.45,252.0,250.0,79.84,79.2,1.01
2022-10-25,DocuSign,DocuSign Inc,10203.13,96.0,91.0,112.12,106.28,1.05
2022-10-26,DocuSign,DocuSign Inc,13990.66,210.0,206.0,67.92,66.62,1.02
2022-10-27,DocuSign,DocuSign Inc,20168.03,144.0,144.0,140.06,140.06,1.0
2022-10-28,DocuSign,DocuSign Inc,33252.96,319.0,307.0,108.32,104.24,1.04
2022-10-29,DocuSign,DocuSign Inc,23894.38,287.0,284.0,84.14,83.26,1.01
2022-10-30,DocuSign,DocuSign Inc,6010.86,106.0,94.0,63.95,56.71,1.13
2022-10-31,DocuSign,DocuSign Inc,37612.02,254.0,158.0,238.05,148.08,1.61
2022-11-01,DocuSign,DocuSign Inc,22626.56,156.0,96.0,235.69,145.04,1.63
2022-11-02,DocuSign,DocuSign Inc,54074.89,369.0,343.0,157.65,146.54,1.08
2022-11-03,DocuSign,DocuSign Inc,35793.45,267.0,242.0,147.91,134.06,1.1
2022-11-04,DocuSign,DocuSign Inc,26123.7,107.0,79.0,330.68,244.15,1.35
2022-11-05,DocuSign,DocuSign Inc,32713.27,327.0,327.0,100.04,100.04,1.0
2022-11-06,DocuSign,DocuSign Inc,32322.67,213.0,212.0,152.47,151.75,1.0
2022-11-07,DocuSign,DocuSign Inc,33688.05,267.0,241.0,139.78,126.17,1.11
2022-11-08,DocuSign,DocuSign Inc,27772.83,154.0,131.0,212.01,180.34,1.18
2022-11-09,DocuSign,DocuSign Inc,45381.79,279.0,254.0,178.67,162.66,1.1
2022-11-10,DocuSign,DocuSign Inc,16136.86,142.0,136.0,118.65,113.64,1.04
2022-11-11,DocuSign,DocuSign Inc,24322.45,229.0,228.0,106.68,106.21,1.0
2022-11-12,DocuSign,DocuSign Inc,12374.3,133.0,133.0,93.04,93.04,1.0
2022-11-13,DocuSign,DocuSign Inc,20042.22,233.0,233.0,86.02,86.02,1.0
2022-11-14,DocuSign,DocuSign Inc,28009.61,219.0,217.0,129.08,127.9,1.01
